 layer thickness [km] |  rho [g/cm3] | Vp [km/s] |  Vs [km/s] | Qs-1   |  depth [km] (depth is not read, just for control)         
 1.0	3.932	9.360	5.081	6.20000E-03	411.000
49.0	3.927	9.528	5.186	6.06540E-03	460.0
50.0	3.923	9.696	5.292	5.99520E-03	510.0
50.0	3.922	9.864	5.399	5.92490E-03	560.0
50.0	3.921	10.032	5.505	5.85410E-03	610.0
50.0	3.920	10.200	5.610	5.78270E-03	660.0
 1.0	4.239	10.791	5.961	1.82000E-03	661.0
49.0	4.299	10.922	6.090	1.84000E-03	710.0
50.0	4.357	11.055	6.210	1.86000E-03	760.0
49.5	4.412	11.136	6.242	1.88000E-03	809.5
49.5	4.465	11.223	6.280	1.90000E-03	859.0
49.5	4.516	11.307	6.316	1.92000E-03	908.5
49.5	4.565	11.390	6.352	1.94000E-03	958.0
49.5	4.593	11.470	6.386	1.96000E-03	1007.5
49.5	4.620	11.549	6.418	1.98000E-03	1057.0
49.5	4.647	11.627	6.451	2.00000E-03	1106.5
49.5	4.674	11.702	6.482	2.02000E-03	1156.0
49.5	4.700	11.777	6.513	2.04000E-03	1205.5
49.5	4.727	11.849	6.543	2.06000E-03	1255.0
49.5	4.753	11.921	6.573	2.08000E-03	1304.5
49.5	4.779	11.989	6.601	2.10000E-03	1354.0
49.5	4.805	12.057	6.629	2.12000E-03	1403.5
49.5	4.831	12.125	6.655	2.14000E-03	1453.0
49.5	4.856	12.191	6.681	2.16000E-03	1502.5
49.5	4.882	12.256	6.707	2.18000E-03	1552.0
49.5	4.907	12.318	6.732	2.20000E-03	1601.5
49.5	4.932	12.381	6.758	2.22000E-03	1651.0
49.5	4.957	12.443	6.782	2.24000E-03	1700.5
49.5	4.982	12.503	6.806	2.26000E-03	1750.0
49.5	5.006	12.564	6.829	2.29000E-03	1799.5
49.5	5.031	12.623	6.852	2.32000E-03	1849.0
49.5	5.055	12.681	6.874	2.35000E-03	1898.5
49.5	5.079	12.738	6.897	2.39000E-03	1948.0
49.5	5.103	12.796	6.919	2.41000E-03	1997.5
49.5	5.126	12.852	6.942	2.43000E-03	2047.0
49.5	5.150	12.909	6.963	2.46000E-03	2096.5
49.5	5.173	12.966	6.985	2.48000E-03	2146.0
49.5	5.196	13.023	7.007	2.51000E-03	2195.5
49.5	5.219	13.079	7.029	2.55000E-03	2245.0
49.5	5.242	13.134	7.050	2.58000E-03	2294.5
49.5	5.265	13.190	7.072	2.61000E-03	2344.0
49.5	5.287	13.246	7.093	2.64000E-03	2393.5
49.5	5.309	13.302	7.114	2.66000E-03	2443.0
49.5	5.331	13.358	7.137	2.69000E-03	2492.5
49.5	5.353	13.416	7.158	2.72000E-03	2542.0
49.5	5.375	13.474	7.180	2.75000E-03	2591.5
48.5	5.396	13.531	7.203	2.78000E-03	2640.0
50.0	5.418	13.590	7.225	2.82000E-03	2690.0
50.0	5.439	13.650	7.249	2.85000E-03	2740.0
 1.0	5.693	13.650	7.249	3.68000E-03	2741.0
49.7	5.720	13.653	7.259	3.65000E-03	2790.7
49.7	5.746	13.657	7.270	3.65000E-03	2840.3
51.2	5.772	13.660	7.282	3.65000E-03	2891.5
